Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
431668829663ea59bb5e400c81e2a733	k__Bacteria	0.9528082903357606
b5337609e81835173d43013c4a64e9b9	k__Bacteria	0.9319253080934391
a7a91d10279d33d8d9d1cbff588ca254	Unassigned	0.9463604864822974
f7526cfbacd9eedf82068cad85724796	k__Bacteria	0.9804321761693684
2ccda928e5e54d336b45e0a944585170	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas	0.7084425746814358
602e2ff83ba95b82797c5332ccb6fd8e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas	0.7182464188801972
efec0e30301884173f52962671ba80ca	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999577382041368
1c4c1962659093db0ed8c68c743eb537	Unassigned	0.9411297329835182
39039fa5e0e20bf955e4c1f04ba73f63	k__Bacteria	0.9845417243043908
1a8c2318672d8874b26927f13f472576	k__Bacteria	0.9856345330240895
feb313bfd59957cbc5f18d8ea5e74ccc	k__Bacteria	0.9816553606223227
c818bc042555f7e4e35d1511c57a3ba5	k__Bacteria	0.9836773446110958
b0c86ddb9fae4c9f085362cae2625e1e	k__Bacteria	0.9850743038529663
42af5402e1291a7b7e29220d06640540	k__Bacteria	0.9782393938274283
27face4effaaa06833858a7df897d79c	k__Bacteria	0.9692618780426048
ecfa25bcdb8e735bec9ac9e7a85692c7	k__Bacteria	0.9580957284405108
a91f3df6b8b11a7dfb52af642cdc6a5a	k__Bacteria	0.9414412552547313
af35085d04372ff06083a645f0658edb	k__Bacteria	0.9516194307375616
49c6e1efa6a8466e7ee6918c6d8c5538	k__Bacteria	0.9814761000204253
d83852f4df5d627841dae308128e287c	k__Bacteria	0.9735931703696474
6f816ad49a9166ad434a8302aa6e9936	k__Bacteria	0.9437043521523897
2d967df8897894f2459be875d50b398c	k__Bacteria	0.961624075931908
2d4ee9cf63619dbd9c83236d2b197fd2	Unassigned	0.9007991048339036
e1018044fc628d4bfa3904128c6cffc3	k__Bacteria	0.9749886911494847
1e88e318815351addf052b67feb08e2a	k__Bacteria	0.969371854742101
389e6cc8d57bb5f44d8fe4ed1722c7dd	k__Bacteria	0.9768328214369957
4201675629557de4d08b04fc53daf0c2	k__Bacteria	0.9655923550886476
db277c4606bb6a6c6bc716083d7d9f7f	k__Bacteria	0.9512236026283101
32b0c26cf2f005a6338198f7c6e26cd0	k__Bacteria	0.9680363263631129
875ad4534a77fb683122c873daac4f6a	k__Bacteria	0.9880495056242893
7db3ac45a684a3fcd107a00be58526ac	k__Bacteria	0.9663519238482835
da5d0ae4a8973d9e49d8fd6ee7f19ba7	k__Bacteria	0.9678452381609931
2b3880d4aac9fd78bb6839e596332681	k__Bacteria	0.9173680771048475
e00c151e69b5b9235eb09bd0e41575c6	k__Bacteria	0.9419566566003603
e92ec910539fbafe9a935b6948f42fc8	k__Bacteria	0.9398013594170306
8c7c5b653084c13fa89c712e7a448983	k__Bacteria	0.946467210590084
236da0bcd2333e509160c74ff8310bfe	k__Bacteria	0.9837658641918147
7037a09d32c48d1ea2e5589ce184388a	k__Bacteria	0.9480846180272647
ad92d4455fa64ec11d01a37a50d01508	k__Bacteria	0.983057413368166
f0b455bd89a7b6bcb7e699f2e58a96d2	k__Bacteria	0.9322260860749894
565c9c6bb49220f42141fd36fe8fa238	k__Bacteria	0.9223616544409553
1b9b5531e3f0c8d7400cc91e1cb76553	k__Bacteria	0.8838518382643461
b1d2b726b86c7f8b52be2941e6a15356	k__Bacteria	0.9082078807446188
f872c274ddbd3e4a59533fe7dbeb0cf0	k__Bacteria	0.9011366825956117
9661fae5677682a48fd073518a360e9d	k__Bacteria	0.9549613196718425
42f629fb88c32dd24213df2da80a21e0	k__Bacteria	0.9679242847361835
ed6ffae0157b4ca276f88582c8392b8b	k__Bacteria	0.9504835306018922
0a032ecec715d0c0caa365d9b3540c3e	k__Bacteria	0.9656197698374284
249e6d61d6b14bd2034608df034ec20a	k__Bacteria	0.9787445285215216
a284c452695607dd2e588db3a7328a08	k__Bacteria	0.9787628459856432
c934b56090e6c42a9b43df92b24daa1d	k__Bacteria	0.9706314876287592
a7306ca41b31510b4eede65df3a04181	k__Bacteria	0.9678385798936662
1b115ba8353b954f84c3438172738441	k__Bacteria	0.96026534932234
a07cdb7c81c2b32c2a9941819ed5b3c4	k__Bacteria	0.9559899856804845
46e1590c8836000ddabee2b8885837bc	k__Bacteria	0.9349372117091557
41e2ef6c0cdcae4e075c1405e1bfef14	k__Bacteria	0.8370630718909318
503f9486a35ab042cc89519fd22960a1	Unassigned	0.8919690688385008
831e943a2309626c00261999fa8d1efc	Unassigned	0.8465594252618107
66747d0c15444fb9f930add37879ae5e	k__Bacteria	0.9727304899379953
bbb59154c528ae00f1e713de8876cb0c	k__Bacteria	0.9530282359708201
e64de2a87c1d4348640dd3cf34684d7b	k__Bacteria	0.9629962368249854
0926e877784151cac1eccfd6d20aaf2a	k__Bacteria	0.9626110793958117
9a6e8af033ca2d68d18f4917bb124736	k__Bacteria	0.9257885809318113
e44efc6d82c5f278489fa8673e79513c	k__Bacteria	0.9260693613611586
1fbfd22d401b56d89fda75a2e9b812d4	k__Bacteria	0.9742947007530927
b7ddfda00aeaae8289bb8802b4ca6179	k__Bacteria	0.9598246991361471
71afd304b98760d6318af4ec5e028b64	k__Bacteria	0.9891394459721439
cdb17df8bca838d5468fc4478df495b0	k__Bacteria	0.9873906409348052
bce1af1b76410c4e37c27af895e5f3cb	k__Bacteria	0.9741057899722267
69ff0e0a11d3c270d48f9f720ddb09f9	k__Bacteria	0.9488977379517367
6c20b4f5bf4e4b9dc7476a21e056157f	Unassigned	0.8840162009992831
ccf3bb8a56f2018dbd92058e24db9482	k__Bacteria	0.9491769162853652
4bf672c5d2f00f52f93ffce620b1e4c4	k__Bacteria	0.8739108778047674
27c94dc9881d9fea583bfc69f8e1538d	k__Bacteria	0.9671451858939315
2465364133d34afc86d741567882dcc7	k__Bacteria	0.9640079676535123
9d740e21c204a942eb77a5da00843f23	k__Bacteria	0.9608104995046022
5894c2002b3261635e965bdbd8af4399	k__Bacteria	0.9722963562077603
ae6628942a6f461ec9914589505de89d	k__Bacteria	0.9795532865228816
3d86b3c10772caa3a6d8b3dcc8826ab6	k__Bacteria	0.9718521205212096
cb26147ff4d01089a1689b2dd49413dc	k__Bacteria	0.9820754667815317
6f90ae04fc75e5fe8a7a2af21dfc6783	k__Bacteria	0.9666487684825325
8339d6c2bde70d83ce44f556038e904f	k__Bacteria	0.9680202839283217
709e6ba147e8ca13db429e37be35fdc8	Unassigned	0.9117170841504831
9ad3ef33d7e1707f337a1d1cb5d365fa	k__Bacteria	0.9268001013479612
b696f37757b4d934e491b826907e0f94	k__Bacteria	0.933914924164536
f8dbe8d16d31030e4d41082a43274b82	k__Bacteria	0.9303406711473415
c24efd3cae6558fde3ba56898cba9c2d	k__Bacteria	0.9165579562551887
2ee871ea46f8d4815525ed9baa8e50ad	k__Bacteria	0.9597716538620128
a21292873b41bb82708310451fe8422d	k__Bacteria	0.981580929142613
f2d6fe5f8a190334abdcc7f827f0c8bc	k__Bacteria	0.9798868740046561
ff7911d5ba126d16f1444b078a8ad6db	k__Bacteria	0.9688211754210164
c06a17219f3b2f4b4ac286247fea8760	k__Bacteria	0.9713005666353522
51821c38ebf3a19ff0998ea9d4fdfd73	k__Bacteria	0.9376231738091043
7a20a0be389a1899bb20231feff28c92	k__Bacteria	0.9590010186486575
8e17994a9a625b70aaee4683c536665f	k__Bacteria	0.9573415064797406
4cb52b314b078c760610d41d27896c34	k__Bacteria	0.9488415293604395
b01ecee2713eeb57660ec54b8164d404	k__Bacteria	0.9522460738141874
96fcf6827ba4e190bc9a3eec6404d7a7	k__Bacteria	0.9477475283637722
426c661d501d208a7c1f4cd044992375	k__Bacteria	0.9796313014124259
344756eb3b22aaa8c8f12b1cad3315b8	k__Bacteria	0.9296631860217419
9012dfd394efe1e88961347ce7c2e7e2	k__Bacteria	0.9722240901087734
bd5963836e2c9e706b4a032e65a0acc5	k__Bacteria	0.9598284088661045
027ab00858e47e2d68125c23f2fe3200	k__Bacteria	0.9466890278508825
86929080c4d82ca8308685d1bf2e022b	k__Bacteria	0.9414701615583243
9c2d1f2628ab6538815dc09d479a6e4e	k__Bacteria	0.966200442249727
bf83aff2b1abeee8a0c947ac14a2b4c0	k__Bacteria	0.969988088520695
6e17b9ed1d4cca95bab9e2d47f818629	k__Bacteria	0.9531436081077145
cad5c6b80f0bf23c6cc1b30c0eae5623	k__Bacteria	0.9624720046767017
0b077cbbf60f2ea7815f3d04fd60ad9e	k__Bacteria	0.9481119816199145
a7693d733806dde5bc702b81d5a902a2	k__Bacteria	0.9496190583099374
a58fd2191512565f5f11cbf9b9b796e3	k__Bacteria	0.9585576440974997
8528bf028b8dc7a3a9a404b20ea5a31a	k__Bacteria	0.9839804608754779
5bb181baf207a4becb650faf75acd478	k__Bacteria	0.958789268214467
39e052d26df6c21eeedc09e11c293b6c	k__Bacteria	0.9857315199902439
54efdfbf97870935311ab875fe27673c	k__Bacteria	0.9865331614234574
dcaef0a3f80e900a3b1f8b7d32a6ce93	k__Bacteria	0.9440844606766501
1b99417737ebbff9497b9ad19dba0c5e	k__Bacteria	0.966665328872312
fe78ac9751342e5bea8b86206e521806	k__Bacteria	0.9113643342600144
df241d40d6fe099d9b11bbf10bb73da9	k__Bacteria	0.9170666676772277
dcac54097929cb6ef806a9475a7d4511	k__Bacteria	0.9412925108599122
24188d684eea86255298a178cd111b91	k__Bacteria	0.941150357003819
d64a90bd4e7e657056e991e941a1bbf2	k__Bacteria	0.9602007698496423
0cfcb79ed564dcbde21e50e00bdc12af	k__Bacteria	0.9462876293064848
4d02d8dd99fd4e412f8890a5ad2396a7	Unassigned	0.9018621414424359
1b6168d0bd29a27bef1f0b11ab43b1ad	k__Bacteria	0.9513394498039932
38390ea4b9849d0d8f49ea87031d9f97	k__Bacteria	0.9567009141349695
5b904db1e680c0c91e5e2e3cf9a81816	k__Bacteria	0.9612574319404025
421d529fee3d6dfa9203c3871de4d954	k__Bacteria	0.9858945727746409
d1be3f1bbd9619c044bc825647bdf4fa	k__Bacteria	0.947340423566006
8854fc6fd9e72ae3bc6516bce96ab5ff	k__Bacteria	0.9617340345044059
b792bbf307fc2b8fbc2c082f3494e235	k__Bacteria	0.9277852403258526
3c2d6a2c6d33f85f2676e1ed94fc8606	k__Bacteria	0.9379126632228932
67fad590c55ce76440abd90e9ca24c1a	k__Bacteria	0.9630958243017327
63bc7ddc57a0ea2ac2f4258ff712f363	k__Bacteria	0.9691385541391881
402ee5bfea5fb0c6dfc3f34781851c28	k__Bacteria	0.9704308085225438
7a289e02c6907c36e89f95399c2cbe3f	k__Bacteria	0.9697379530922222
c615a7c993becb9c8a578ce968db2da1	Unassigned	0.9333289079536211
3f38797af8454a6a0135cc1df4a6fdfe	k__Bacteria	0.9376340087859507
9f6cee2d5774968c2b7595a7115fd4cd	k__Bacteria	0.9391940773983944
bedc1ad87fbced4be01282a7f0fb9b7f	k__Bacteria	0.9555763047777259
6947571cdfdf017e69a9ab16fcf6d526	k__Bacteria	0.9351390240508064
79c35f4fcd7eaeee6d22f901ba63a416	k__Bacteria	0.9813549604637943
14a730f10064d4e9964cedc9c6857b7a	k__Bacteria	0.9351031617916064
706534f64391f88922884c07ede5ee52	k__Bacteria	0.9358415615155828
941dd45015cc1ee7ed7feca1b440a560	k__Bacteria	0.932019093161454
4ee98de4ce11c75763fc2059a444cc87	k__Bacteria	0.981363370316001
430e2aff53fa05734a2a801ecdc02daa	k__Bacteria	0.9544929273134444
49ffbf4b634a59e8864229ba8d09a508	k__Bacteria	0.95717882425546
f39e8059f4afa82a4edc81ce057a64e1	k__Bacteria	0.8858903040606072
e83d6353ae728fb44904a1eba7d537d6	k__Bacteria	0.8999181819039694
2954088d90d04b2619464df090218255	Unassigned	0.8996122563494882
85f16d8f0ff707d639203b662862be07	k__Bacteria	0.9558792184901805
c012f46e3a48135c8f6b767c5ca1d874	k__Bacteria	0.9283136111262861
a2f069bbc016b11dd7b3782175cf0886	k__Bacteria	0.9266641322109236
3db069b4ab6b7d6ab77b12eafb037a5d	k__Bacteria	0.9313550438727902
9ff8cbeea3204a2fef15307c5fabaa54	k__Bacteria	0.9764275431337257
bdca18c1f3f177bd1086849ba057942b	k__Bacteria	0.9650793898862918
7d0a1a1c133d974cb8e6ad4a74545c09	Unassigned	0.9357459097295233
94d83cad218e5b04c023aae31c875253	k__Bacteria	0.9363573994148888
687ae301b853504971bc8192406ea347	k__Bacteria	0.9585787262606489
0d84f030d8bff860e74f4a995d35ec62	k__Bacteria	0.9497425002728053
b0afd64c96770b375246d65a29e099d9	k__Bacteria	0.974612220545104
c1089430a96bcc569204025f8aa0d845	k__Bacteria	0.9699284939819461
e72f797569906522cc1239fdf63997c1	k__Bacteria	0.9612018262130761
c87572cadb0beaf27a1ccd4cc90236a8	k__Bacteria	0.980316325801768
1afc7f3a2aa3876c1a4bc64f04fe64fe	Unassigned	0.8876155870870986
ed66e4b0366226d3c4d7cac0888e2b62	k__Bacteria	0.9615105242833527
972e2262688f4aacfacce1e772ef1b9d	k__Bacteria	0.9546520433280252
50ada3d07b5f0cfd065d16acbffd8a94	Unassigned	0.906917817560603
7c17096bdbf96a890b94a02beba968b2	Unassigned	0.9165754893602448
be74a4b357e5041ab90c22ef8f2cfda8	Unassigned	0.8674498199739143
99d09c2e7af3646efce75a7dc9752828	Unassigned	0.8707003748612354
0493441ffe000dc163f0d051aeadabee	k__Bacteria	0.9405884328164051
24bdd1203cbbf3ddbe1c926a587047d0	k__Bacteria	0.9433894629837741
eae032fa260827e059058d717bcbc24f	k__Bacteria	0.9390445223047881
e4fb483a569d5531980e2ac402102498	k__Bacteria	0.9795964840044556
e4f353b62b2c8e05f3dfbf61d0fda32e	k__Bacteria	0.9804781327816298
575367afb614ce6fdf8c34eb00f92047	k__Bacteria	0.9876383126430344
76954542283851caf19c62eee31c3b26	k__Bacteria	0.9521334489971307
5647e06c332197c8f0523ea50764dc36	k__Bacteria	0.9627325694589559
852d1aa39a07a35e867b950ea903dec4	k__Bacteria	0.9531038118560545
6ddeb392a4659d9c44bd7295ae1aa167	k__Bacteria	0.9726384049546652
cb562901a67ce17712d3221ee634dca6	k__Bacteria	0.9747897768965709
7cdef8232030660cb9760710217d4ba9	k__Bacteria	0.975800839798114
bcdc9b376c9680ca19ad2c639cbc6c6c	k__Bacteria	0.9534671087341047
c2cde73d80e14bbc13ae2cd4685161d2	k__Bacteria	0.9590418060859539
b4d9043af8eabc029cfe31d20e384b57	k__Bacteria	0.9638016033105867
debfc69fd47af125f07715def1c4b0b1	k__Bacteria	0.9823790842629564
2f104f2c8d476d2302f8bca131bc7213	k__Bacteria	0.9683766438209955
53330ee319be6d60811b1e0023dd722a	k__Bacteria	0.9664463059740223
8f9745f18de69e1930bf7f9464c69d5a	k__Bacteria	0.9532523517286465
35dcc5277617f6a801b11435fa907196	k__Bacteria	0.9598308644623613
683a362bccf179ffc83d3c3d5911395f	k__Bacteria	0.9628881607692649
e8ff7565cd1f63b4d44bef2a607bf42b	k__Bacteria	0.9651264385906214
928c2fdf2467c31369715df6599cf316	k__Bacteria	0.9663466385346027
8cf22503d4e92da90fecea4cad003048	k__Bacteria	0.9560655910197351
7820e9d4c818905c56ebfb9f21ffdbd6	k__Bacteria	0.9560485427383619
e01e8b9877ededd7cb2ef35eaea3aed7	k__Bacteria	0.9189928216531278
0a063b8ef283eb36afdf45e1138818e1	Unassigned	0.9479832853464512
